BOARD,CYCLE,HOST_START_MS,HOST_END_MS,MAIN_PRODUCER_VALID,PUBLICATION_COHERENT,PUBLICATION_EPOCH,PRODUCER_EPOCH,UPDATE_ID,INIT_GENERATION,PRODUCER_IDENTITY,FREQ_ERROR,BRANCH_ID,BRANCH_ERROR,PI_X,PI_OUTPUT,PI_CLAMP_SIDE,FLAGS,FREQ_COUNT_BEFORE,FREQ_COUNT_AFTER,PHASE_COUNT_BEFORE,PHASE_COUNT_AFTER,SAMPLE_N,SOURCE_IDS,TOTAL_UPDATES,FREQ_UPDATES,PHASE_UPDATES,FREQ_TO_PHASE,PHASE_TO_FREQ,PHASE_DETECTOR,PHASE_IN_BAND,PHASE_OUT_BAND,LAST_TRANSITION_UPDATE,LAST_TRANSITION,STATUS,LAST_FREQ_UPDATE,LAST_PHASE_UPDATE,FRAME_WORDS,SCHEMA_VERSION,MAGIC,TRANSPORT_FAILURE,PUBLICATION_EPOCH_RAW_BEFORE,PUBLICATION_EPOCH_RAW_AFTER,PRODUCER_EPOCH_RAW,UPDATE_ID_RAW,INIT_GENERATION_RAW,PRODUCER_IDENTITY_RAW,FREQ_ERROR_RAW,BRANCH_ID_RAW,BRANCH_ERROR_RAW,PI_X_RAW,PI_OUTPUT_RAW,PI_CLAMP_SIDE_RAW,FLAGS_RAW,FREQ_COUNT_BEFORE_RAW,FREQ_COUNT_AFTER_RAW,PHASE_COUNT_BEFORE_RAW,PHASE_COUNT_AFTER_RAW,SAMPLE_N_RAW,SOURCE_IDS_RAW,TOTAL_UPDATES_RAW,FREQ_UPDATES_RAW,PHASE_UPDATES_RAW,FREQ_TO_PHASE_RAW,PHASE_TO_FREQ_RAW,PHASE_DETECTOR_RAW,PHASE_IN_BAND_RAW,PHASE_OUT_BAND_RAW,LAST_TRANSITION_UPDATE_RAW,LAST_TRANSITION_RAW,STATUS_RAW,LAST_FREQ_UPDATE_RAW,LAST_PHASE_UPDATE_RAW,FRAME_WORDS_RAW,VERSION_RAW,MAGIC_RAW,PRODUCER_DEDUP_SKIPPED,PRODUCER_UNIQUE
DE5 [1-11.2],1,1789549647945,1789549648327,1,1,508,231454,115727,1,65536,63,2,1359,1359,11874,0,423,50,49,100,100,115727,256,115727,28331,87396,5,4,87396,11916,75480,108277,258,1,108276,115727,30,1,1297101898,0,508,508,231454,115727,1,65536,63,2,1359,1359,11874,0,423,50,49,100,100,115727,256,115727,28331,87396,5,4,87396,11916,75480,108277,258,1,108276,115727,30,1,1297101898,0,1
DE5 [1-11.2],2,1789549648845,1789549649226,1,1,510,245908,122954,1,65536,53,2,3320,3320,12051,0,423,50,49,100,100,122954,256,122954,28331,94623,5,4,94623,12909,81714,108277,258,1,108276,122954,30,1,1297101898,0,510,510,245908,122954,1,65536,53,2,3320,3320,12051,0,423,50,49,100,100,122954,256,122954,28331,94623,5,4,94623,12909,81714,108277,258,1,108276,122954,30,1,1297101898,0,1
DE5 [1-11.2],3,1789549649625,1789549650008,1,1,510,245908,122954,1,65536,53,2,3320,3320,12051,0,423,50,49,100,100,122954,256,122954,28331,94623,5,4,94623,12909,81714,108277,258,1,108276,122954,30,1,1297101898,0,510,510,245908,122954,1,65536,53,2,3320,3320,12051,0,423,50,49,100,100,122954,256,122954,28331,94623,5,4,94623,12909,81714,108277,258,1,108276,122954,30,1,1297101898,1,0
DE5 [1-11.2],4,1789549650410,1789549651178,1,1,512,260360,130180,1,65536,48,2,-2817,-2817,11522,0,423,50,50,115,114,130180,256,130180,28932,101248,6,5,101248,13829,87419,129687,258,1,129686,130180,30,1,1297101898,0,512,512,260360,130180,1,65536,48,2,4294964479,4294964479,11522,0,423,50,50,115,114,130180,256,130180,28932,101248,6,5,101248,13829,87419,129687,258,1,129686,130180,30,1,1297101898,0,1
DE5 [1-11.2],5,1789549651605,1789549651989,1,1,512,260360,130180,1,65536,48,2,-2817,-2817,11522,0,423,50,50,115,114,130180,256,130180,28932,101248,6,5,101248,13829,87419,129687,258,1,129686,130180,30,1,1297101898,0,512,512,260360,130180,1,65536,48,2,4294964479,4294964479,11522,0,423,50,50,115,114,130180,256,130180,28932,101248,6,5,101248,13829,87419,129687,258,1,129686,130180,30,1,1297101898,1,0
DE5 [1-11.2],6,1789549652512,1789549652896,1,1,514,274814,137407,1,65536,46,2,4465,4465,12080,0,423,50,50,100,100,137407,256,137407,28932,108475,6,5,108475,14775,93700,129687,258,1,129686,137407,30,1,1297101898,0,514,514,274814,137407,1,65536,46,2,4465,4465,12080,0,423,50,50,100,100,137407,256,137407,28932,108475,6,5,108475,14775,93700,129687,258,1,129686,137407,30,1,1297101898,0,1
DE5 [1-11.2],7,1789549653318,1789549653702,1,1,514,274814,137407,1,65536,46,2,4465,4465,12080,0,423,50,50,100,100,137407,256,137407,28932,108475,6,5,108475,14775,93700,129687,258,1,129686,137407,30,1,1297101898,0,514,514,274814,137407,1,65536,46,2,4465,4465,12080,0,423,50,50,100,100,137407,256,137407,28932,108475,6,5,108475,14775,93700,129687,258,1,129686,137407,30,1,1297101898,1,0
DE5 [1-11.2],8,1789549654120,1789549654889,1,1,516,289268,144634,1,65536,52,2,946,946,11922,0,359,29,28,104,105,144634,256,144634,28932,115702,6,5,115702,15751,99951,129687,258,1,129686,144634,30,1,1297101898,0,516,516,289268,144634,1,65536,52,2,946,946,11922,0,359,29,28,104,105,144634,256,144634,28932,115702,6,5,115702,15751,99951,129687,258,1,129686,144634,30,1,1297101898,0,1
DE5 [1-11.2],9,1789549655308,1789549655691,1,1,516,289268,144634,1,65536,52,2,946,946,11922,0,359,29,28,104,105,144634,256,144634,28932,115702,6,5,115702,15751,99951,129687,258,1,129686,144634,30,1,1297101898,0,516,516,289268,144634,1,65536,52,2,946,946,11922,0,359,29,28,104,105,144634,256,144634,28932,115702,6,5,115702,15751,99951,129687,258,1,129686,144634,30,1,1297101898,1,0
DE5 [1-11.2],10,1789549656180,1789549656946,1,1,518,303722,151861,1,65536,51,2,-7724,-7724,10928,0,423,50,49,100,100,151861,256,151861,29909,121952,7,6,121952,16612,105340,145647,258,1,145646,151861,30,1,1297101898,0,518,518,303722,151861,1,65536,51,2,4294959572,4294959572,10928,0,423,50,49,100,100,151861,256,151861,29909,121952,7,6,121952,16612,105340,145647,258,1,145646,151861,30,1,1297101898,0,1
DE5 [1-11.2],11,1789549657406,1789549657790,1,1,518,303722,151861,1,65536,51,2,-7724,-7724,10928,0,423,50,49,100,100,151861,256,151861,29909,121952,7,6,121952,16612,105340,145647,258,1,145646,151861,30,1,1297101898,0,518,518,303722,151861,1,65536,51,2,4294959572,4294959572,10928,0,423,50,49,100,100,151861,256,151861,29909,121952,7,6,121952,16612,105340,145647,258,1,145646,151861,30,1,1297101898,1,0
DE5 [1-11.2],12,1789549658212,1789549658595,1,1,520,318174,159087,1,65536,58,2,-2255,-2255,11543,0,423,44,43,127,126,159087,256,159087,29909,129178,7,6,129178,17597,111581,145647,258,1,145646,159087,30,1,1297101898,0,520,520,318174,159087,1,65536,58,2,4294965041,4294965041,11543,0,423,44,43,127,126,159087,256,159087,29909,129178,7,6,129178,17597,111581,145647,258,1,145646,159087,30,1,1297101898,0,1
DE5 [1-11.2],13,1789549659008,1789549659390,1,1,520,318174,159087,1,65536,58,2,-2255,-2255,11543,0,423,44,43,127,126,159087,256,159087,29909,129178,7,6,129178,17597,111581,145647,258,1,145646,159087,30,1,1297101898,0,520,520,318174,159087,1,65536,58,2,4294965041,4294965041,11543,0,423,44,43,127,126,159087,256,159087,29909,129178,7,6,129178,17597,111581,145647,258,1,145646,159087,30,1,1297101898,1,0
DE5 [1-11.2],14,1789549659932,1789549660702,1,1,522,332628,166314,1,65536,61,1,-1220,-1220,11549,0,257,19,18,0,118,166314,256,166314,30314,136000,7,7,136000,18526,117474,165910,513,1,166314,165909,30,1,1297101898,0,522,522,332628,166314,1,65536,61,1,4294966076,4294966076,11549,0,257,19,18,0,118,166314,256,166314,30314,136000,7,7,136000,18526,117474,165910,513,1,166314,165909,30,1,1297101898,0,1
DE5 [1-11.2],15,1789549661117,1789549661499,1,1,522,332628,166314,1,65536,61,1,-1220,-1220,11549,0,257,19,18,0,118,166314,256,166314,30314,136000,7,7,136000,18526,117474,165910,513,1,166314,165909,30,1,1297101898,0,522,522,332628,166314,1,65536,61,1,4294966076,4294966076,11549,0,257,19,18,0,118,166314,256,166314,30314,136000,7,7,136000,18526,117474,165910,513,1,166314,165909,30,1,1297101898,1,0
DE5 [1-11.2],16,1789549661929,1789549662694,1,1,524,347082,173541,1,65536,44,2,3584,3584,11882,0,423,47,48,100,100,173541,256,173541,30487,143054,8,7,143054,19488,123566,166488,258,1,166487,173541,30,1,1297101898,0,524,524,347082,173541,1,65536,44,2,3584,3584,11882,0,423,47,48,100,100,173541,256,173541,30487,143054,8,7,143054,19488,123566,166488,258,1,166487,173541,30,1,1297101898,0,1
DE5 [1-11.2],17,1789549663194,1789549663577,1,1,524,347082,173541,1,65536,44,2,3584,3584,11882,0,423,47,48,100,100,173541,256,173541,30487,143054,8,7,143054,19488,123566,166488,258,1,166487,173541,30,1,1297101898,0,524,524,347082,173541,1,65536,44,2,3584,3584,11882,0,423,47,48,100,100,173541,256,173541,30487,143054,8,7,143054,19488,123566,166488,258,1,166487,173541,30,1,1297101898,1,0
DE5 [1-11.2],18,1789549664002,1789549664384,1,1,526,361534,180767,1,65536,46,2,4501,4501,11971,0,423,50,50,100,100,180767,256,180767,30487,150280,8,7,150280,20472,129808,166488,258,1,166487,180767,30,1,1297101898,0,526,526,361534,180767,1,65536,46,2,4501,4501,11971,0,423,50,50,100,100,180767,256,180767,30487,150280,8,7,150280,20472,129808,166488,258,1,166487,180767,30,1,1297101898,0,1
