path	bytes	mtime_utc	sha256	class
apply_rs422_diag.py	3060	2026-08-14T21:39:02Z	77d53305eb6b3a7ad908a66caadba98f017354db1cd23c3c68dbdab57d4cb831	project-source-or-doc
read_sfp_eeprom_probe.tcl	1199	2026-08-14T20:08:13Z	77cc62c3566b9d3a370b88522890a2c69925a888cec7b2ae7cb30efa13c95426	project-source-or-doc
staging_sfp_eeprom_diag/DE5a_wr_master_dco_simplewa.qsf	34638	2026-08-14T20:07:54Z	0f2c393da9cf177874f33d8cc25ef60ebd3de08a609775b70bb2895fe07309d0	project-source-or-doc
staging_sfp_eeprom_diag/DE5a_wr_master_dco_simplewa.vhd	22428	2026-08-14T20:07:54Z	39be595e8970051198663402fe0810a37021ddd3a5f2306849ab9b86263b0e3d	project-source-or-doc
staging_sfp_eeprom_diag/DE5a_wr_slave_dco_simplewa.qsf	34633	2026-08-14T20:07:54Z	5adec0a43efe121b30940cdd626eb652e0d84658520322c54204820272b59fcb	project-source-or-doc
staging_sfp_eeprom_diag/DE5a_wr_slave_dco_simplewa.vhd	22422	2026-08-14T20:07:54Z	3eebd82de8b4cb6fe0f34648a18677d02d81b3df0aa475b83a825b8ce30c0102	project-source-or-doc
staging_sfp_eeprom_diag/sfp_eeprom_reader.vhd	8729	2026-08-14T20:58:22Z	e2148c50046736758e8a6a03b9c74b32c8f2b3e6876d77a927d607c168236cf4	project-source-or-doc
staging_sfp_i2c_fix/DE5a_wr_master_dco_simplewa.vhd	19566	2026-08-14T19:39:32Z	5a66348771fec35a8e8f5ce672b3f2c5e2d2d61e0233e9f1701adb597aba1b76	project-source-or-doc
staging_sfp_i2c_fix/DE5a_wr_slave_dco_simplewa.vhd	19561	2026-08-14T19:39:32Z	8415807ea1abd64a27663a780b260e4a760db303f3d79618269b6d031c69d20d	project-source-or-doc
tmp_portc_fix/DE5a_wr_master_portc.sdc	263	2026-08-14T14:41:15Z	58f03072a811334431fa29c9cac14eb12f3b79b8d8b99818914d67c990a693bc	project-source-or-doc
tmp_portc_fix/DE5a_wr_master_portc.vhd	17265	2026-08-14T14:41:53Z	a70848710624469682b200586500a3b58ac0e12ecb77e06cd7b7e19b6fdbb6e8	project-source-or-doc
tmp_portc_fix/DE5a_wr_slave_portc.sdc	263	2026-08-14T14:41:15Z	58f03072a811334431fa29c9cac14eb12f3b79b8d8b99818914d67c990a693bc	project-source-or-doc
tmp_portc_fix/DE5a_wr_slave_portc.vhd	17260	2026-08-14T14:41:53Z	2ea17c5ef55ba84140f5758c4d8c4010c2dfe8c577da039fb05e19a06b43dd76	project-source-or-doc
week01/初步評估.md	27696	2026-08-07T14:02:44Z	02aaaf2884428693848ede9e124ff52e55df800d7bc75eef170f9250e528ce8f	project-source-or-doc
week02/v01/_ep_tx_framer.vhd	26856	2026-08-14T06:50:27Z	78ea6ccccd6fa8436ee8896022fdb3c2762bcfc123daae847036774921598f28	project-source-or-doc
week02/v01/_wrc_urv_wrapper.vhd	11875	2026-08-14T06:54:41Z	945d72c2dd35bf6b4b8832ac36eb2987c8cc4ba82b90ae2a528c2138363f6fc1	project-source-or-doc
week02/v01/實驗紀錄_原始版.md	760783	2026-08-14T05:41:58Z	c37c08841760d60e340b5793ff1258e91884300adde48b7d5efc74b068acb105	project-source-or-doc
week02/v01/實驗紀錄.md	146307	2026-08-14T23:18:05Z	d70837d1d892e0f4e660e2a0c8b52182a7297a31e525ddc217a3f280961be5a0	project-source-or-doc
week02/v01/clock625_jtagwb_diag/DE5a_wr_master_jtagwb.qpf	1321	2026-08-14T22:18:22Z	00c6c8bf581e7b0ee7d4fbbb9bf9f6ba7f875de71602a540de0f8d4d1309400b	project-source-or-doc
week02/v01/clock625_jtagwb_diag/DE5a_wr_master_jtagwb.qsf	34817	2026-08-14T23:00:54Z	5dc52c7ecfeee5762d963a9428551f503e826e76deec6b56cbe152e208bccc99	project-source-or-doc
week02/v01/clock625_jtagwb_diag/DE5a_wr_master_jtagwb.sdc	263	2026-08-14T22:15:56Z	b6a17ee37da9242677c038f3e18ec4251c38727515002a1bf2a83f39ee88d9b8	project-source-or-doc
week02/v01/clock625_jtagwb_diag/DE5a_wr_master_jtagwb.vhd	21065	2026-08-14T23:00:46Z	37b852c4c540fa263aa9c39ae15e92241ed79999da9c589e803b4a3965942e66	project-source-or-doc
week02/v01/clock625_jtagwb_diag/DE5a_wr_slave_jtagwb.qpf	1320	2026-08-14T22:18:22Z	a54206fd171eebd7fa5d244c4f9d421feeefb1787f4266bfdf28ebe9607b1119	project-source-or-doc
week02/v01/clock625_jtagwb_diag/DE5a_wr_slave_jtagwb.qsf	34813	2026-08-14T23:01:14Z	f14a634c2264e042b9c3f49efa907e5493a96d3cc344eee004b94a8087ede38c	project-source-or-doc
week02/v01/clock625_jtagwb_diag/DE5a_wr_slave_jtagwb.sdc	263	2026-08-14T22:15:58Z	b6a17ee37da9242677c038f3e18ec4251c38727515002a1bf2a83f39ee88d9b8	project-source-or-doc
week02/v01/clock625_jtagwb_diag/DE5a_wr_slave_jtagwb.vhd	21059	2026-08-14T23:01:06Z	929b2caef14998fb583a717ef5c827c37c14b137348b71512cfc3acbba3012d6	project-source-or-doc
week02/v01/clock625_jtagwb_diag/i2c_bus_controller_dco.v	15228	2026-08-14T23:17:24Z	8ffa064d1ee5c13061d47ee7fa58c948cc497818d73f3f34fa8cbc90335e9127	project-source-or-doc
week02/v01/clock625_jtagwb_diag/master_compile.log	412441	2026-08-14T23:17:25Z	80b2004d9df4cb66a11c98a92ccb7a5e696fbc09e390bf216c348c79efa189e0	artifact-or-log
week02/v01/clock625_jtagwb_diag/read_wr_runtime_snapshot.tcl	2440	2026-08-14T22:55:06Z	55d9a402270a3498932128c9098383059ed6cd5c767f46754fd92d70e76744f7	project-source-or-doc
week02/v01/clock625_jtagwb_diag/read_wr_wb_diag.tcl	3133	2026-08-14T22:45:43Z	f783a43d81068ea2c7d8da39e1da791b89b3b8c9489ea7b9b4d366a2acff893b	project-source-or-doc
week02/v01/clock625_jtagwb_diag/si5340a_controller_dco.v	7596	2026-08-14T23:17:21Z	ec4c639299beaa2eac765f8a1f7476adb7a3937247256927ec1ef9082e8890b1	project-source-or-doc
week02/v01/clock625_jtagwb_diag/si5340a_i2c_reg_controller_dco.v	31079	2026-08-14T23:17:23Z	a42138acbe6113e17148a79f422ca3bde13d85c298ab6872a89135d6b64ac671	project-source-or-doc
week02/v01/clock625_jtagwb_diag/slave_compile.log	412357	2026-08-14T23:17:27Z	67d9d6df386bee2b4c5f7b46b0a6a020cea9a614f81305848d0a8f989fe16477	artifact-or-log
week02/v01/clock625_jtagwb_diag/wr_jtag_wb_mailbox.vhd	5134	2026-08-14T22:16:51Z	a884ff11045626826fe182fe54b51f78f91749346e8cb2b940d4d53049a3c13c	project-source-or-doc
week02/v01/clock625_jtagwb_diag/wr_sys_clk_625.vhd	6278	2026-08-14T23:03:11Z	4d7dc7f6d43a613aac5c9eaaa2338e4068b455d8dad32fd569ba779f8af4bb35	project-source-or-doc
week02/v01/compile_DE5a_wr_full_v17.sh	675	2026-08-14T00:58:13Z	5b9102b1061b6416218afafa77ee3c561653c41748af714bdd355f490dcdd074	project-source-or-doc
week02/v01/compile_DE5a_wr_v17.sh	540	2026-08-14T00:52:48Z	6e3ea0ff5976b7bfa4d975739b0174aa02f61408790de0425e1a5cf89c8d0cbf	project-source-or-doc
week02/v01/DE5a_wr_full.qpf	59	2026-08-14T00:58:04Z	7f2e1a07667ecff4960548fb183a115324051ccb54283aeb2ffcfa65db98402f	project-source-or-doc
week02/v01/DE5a_wr_full.qsf	5018	2026-08-14T00:58:04Z	47d1fc026e990c6d283cd6caab33710d82ff6c47a33718c662e202381a873b8a	project-source-or-doc
week02/v01/DE5a_wr_full.sdc	182	2026-08-14T00:58:04Z	ebe5692704f6c029f921bda29a8895edfbcecbe46c16e0e6347f433e02442280	project-source-or-doc
week02/v01/DE5a_wr_full.v	3460	2026-08-14T00:58:48Z	527e7ade68c5ab09bc4de322ccfc5d7e15a08b2318a7466dbcbe2c790093aa62	project-source-or-doc
week02/v01/DE5a_wr_master_lane1.qpf	67	2026-08-14T13:57:23Z	780efc78f5d53620d81f6cde109483a2e1c61c7846aaeefcb93e4f1602bae229	project-source-or-doc
week02/v01/DE5a_wr_master_lane1.qsf	33411	2026-08-14T13:57:23Z	3586d13bd351053d6845f05446d23d7758899262151791cf0592c1aa1bcd383c	project-source-or-doc
week02/v01/DE5a_wr_master_lane1.sdc	263	2026-08-14T10:30:22Z	b6a17ee37da9242677c038f3e18ec4251c38727515002a1bf2a83f39ee88d9b8	project-source-or-doc
week02/v01/DE5a_wr_master_lane1.vhd	16482	2026-08-14T13:58:49Z	1c663dfb72111e5bb257763c8712b402f593798f61a49f4ad4e7a399c8a0fb10	project-source-or-doc
week02/v01/DE5a_wr_master_portb.qpf	67	2026-08-14T13:13:40Z	2b6d26d8cdb1df3b61c03ab7c69f22910d75dc0785c9b9872a118ee48d68a175	project-source-or-doc
week02/v01/DE5a_wr_master_portb.qsf	35962	2026-08-14T13:19:29Z	44a1659e5ad68402426a6789d02233215f3152ca76f95a45bf297423f3494b73	project-source-or-doc
week02/v01/DE5a_wr_master_portb.sdc	263	2026-08-14T10:30:22Z	b6a17ee37da9242677c038f3e18ec4251c38727515002a1bf2a83f39ee88d9b8	project-source-or-doc
week02/v01/DE5a_wr_master_portb.vhd	17053	2026-08-14T13:17:47Z	c0e71f2bf68ba0c7425e77c13b53bfe992aba7ac31949aa8b2df8cad887f3596	project-source-or-doc
week02/v01/DE5a_wr_master.qpf	61	2026-08-14T06:29:38Z	89e510084a6b37b249d54bd3bf8499dba3db99fd03a49b6897a1fdb5c7c3b2c0	project-source-or-doc
week02/v01/DE5a_wr_master.qsf	33695	2026-08-14T12:09:07Z	c0d6843d8a679af6db629202ce93b7a483a6dfb8c1b4567b1484fb7b2aaf36df	project-source-or-doc
week02/v01/DE5a_wr_master.sdc	263	2026-08-14T10:30:22Z	b6a17ee37da9242677c038f3e18ec4251c38727515002a1bf2a83f39ee88d9b8	project-source-or-doc
week02/v01/DE5a_wr_master.vhd	16450	2026-08-14T13:04:34Z	4cc88c3090e58dec70252ebd27ad7bffc760316ba8441c3fc9b4ad7922a65ecf	project-source-or-doc
week02/v01/DE5a_wr_slave_lane1.qpf	66	2026-08-14T13:57:23Z	a4a110c84d8f223f5212b6594aa5296999969d812690ca4e84fc8733828c3f8c	project-source-or-doc
week02/v01/DE5a_wr_slave_lane1.qsf	33406	2026-08-14T13:57:23Z	be6b7a700d0ee52e968691b908d1cf8dff35ff0783585dd6ac612efa111e8a27	project-source-or-doc
week02/v01/DE5a_wr_slave_lane1.sdc	263	2026-08-14T10:30:22Z	b6a17ee37da9242677c038f3e18ec4251c38727515002a1bf2a83f39ee88d9b8	project-source-or-doc
week02/v01/DE5a_wr_slave_lane1.vhd	16477	2026-08-14T13:58:49Z	af25e380bd000dbda05d92f3f09773df90f103c8f688fac038c6e3499daeeaf8	project-source-or-doc
week02/v01/DE5a_wr_slave_loopback.qpf	69	2026-08-14T13:37:28Z	c10c92fd26dcb2c5572e268ae9a9d152cd276746f153c132b0511e1a9c875096	project-source-or-doc
week02/v01/DE5a_wr_slave_loopback.qsf	33723	2026-08-14T13:37:28Z	21338d24739904adc16f5a901b4b4d7f81a9d9a269ad80a6850c7fcf147b15a9	project-source-or-doc
week02/v01/DE5a_wr_slave_loopback.sdc	263	2026-08-14T10:30:22Z	b6a17ee37da9242677c038f3e18ec4251c38727515002a1bf2a83f39ee88d9b8	project-source-or-doc
week02/v01/DE5a_wr_slave_loopback.vhd	16460	2026-08-14T13:38:14Z	aee3952fe9f2dcd5cfc05d7a2bcd96a83ad815db746b3cd7f48fc004a4e8ea5b	project-source-or-doc
week02/v01/DE5a_wr_slave_portb.qpf	66	2026-08-14T13:13:40Z	ae937b45d0ead6fb611a6bdde758762829b3788b978564e0f38b76eb5316770d	project-source-or-doc
