BOARD,CYCLE,HOST_START_MS,HOST_END_MS,MAIN_PRODUCER_VALID,PUBLICATION_COHERENT,PUBLICATION_EPOCH,PRODUCER_EPOCH,UPDATE_ID,INIT_GENERATION,PRODUCER_IDENTITY,FREQ_ERROR,BRANCH_ID,BRANCH_ERROR,PI_X,PI_OUTPUT,PI_CLAMP_SIDE,FLAGS,FREQ_COUNT_BEFORE,FREQ_COUNT_AFTER,PHASE_COUNT_BEFORE,PHASE_COUNT_AFTER,SAMPLE_N,SOURCE_IDS,TOTAL_UPDATES,FREQ_UPDATES,PHASE_UPDATES,FREQ_TO_PHASE,PHASE_TO_FREQ,PHASE_DETECTOR,PHASE_IN_BAND,PHASE_OUT_BAND,LAST_TRANSITION_UPDATE,LAST_TRANSITION,STATUS,LAST_FREQ_UPDATE,LAST_PHASE_UPDATE,FRAME_WORDS,SCHEMA_VERSION,MAGIC,TRANSPORT_FAILURE,PUBLICATION_EPOCH_RAW_BEFORE,PUBLICATION_EPOCH_RAW_AFTER,PRODUCER_EPOCH_RAW,UPDATE_ID_RAW,INIT_GENERATION_RAW,PRODUCER_IDENTITY_RAW,FREQ_ERROR_RAW,BRANCH_ID_RAW,BRANCH_ERROR_RAW,PI_X_RAW,PI_OUTPUT_RAW,PI_CLAMP_SIDE_RAW,FLAGS_RAW,FREQ_COUNT_BEFORE_RAW,FREQ_COUNT_AFTER_RAW,PHASE_COUNT_BEFORE_RAW,PHASE_COUNT_AFTER_RAW,SAMPLE_N_RAW,SOURCE_IDS_RAW,TOTAL_UPDATES_RAW,FREQ_UPDATES_RAW,PHASE_UPDATES_RAW,FREQ_TO_PHASE_RAW,PHASE_TO_FREQ_RAW,PHASE_DETECTOR_RAW,PHASE_IN_BAND_RAW,PHASE_OUT_BAND_RAW,LAST_TRANSITION_UPDATE_RAW,LAST_TRANSITION_RAW,STATUS_RAW,LAST_FREQ_UPDATE_RAW,LAST_PHASE_UPDATE_RAW,FRAME_WORDS_RAW,VERSION_RAW,MAGIC_RAW,PRODUCER_DEDUP_SKIPPED,PRODUCER_UNIQUE
DE5 [1-11.2],1,1789545182506,1789545183272,1,1,688,1416338,708169,1,65536,47,2,4032,4032,11638,0,423,50,50,100,100,708169,256,708169,46632,661537,33,32,661537,89826,571711,706436,258,1,706435,708169,30,1,1297101898,0,688,688,1416338,708169,1,65536,47,2,4032,4032,11638,0,423,50,50,100,100,708169,256,708169,46632,661537,33,32,661537,89826,571711,706436,258,1,706435,708169,30,1,1297101898,0,1
DE5 [1-11.2],3,1789545184619,1789545185002,1,1,690,1430792,715396,1,65536,46,2,-5884,-5884,10905,0,423,50,50,100,100,715396,256,715396,46632,668764,33,32,668764,90820,577944,706436,258,1,706435,715396,30,1,1297101898,0,690,690,1430792,715396,1,65536,46,2,4294961412,4294961412,10905,0,423,50,50,100,100,715396,256,715396,46632,668764,33,32,668764,90820,577944,706436,258,1,706435,715396,30,1,1297101898,0,1
DE5 [1-11.2],5,1789545186205,1789545186989,1,1,692,1445246,722623,1,65536,54,2,-4925,-4925,11023,0,423,37,36,100,100,722623,256,722623,46632,675991,33,32,675991,91801,584190,706436,258,1,706435,722623,30,1,1297101898,0,692,692,1445246,722623,1,65536,54,2,4294962371,4294962371,11023,0,423,37,36,100,100,722623,256,722623,46632,675991,33,32,675991,91801,584190,706436,258,1,706435,722623,30,1,1297101898,0,1
DE5 [1-11.2],7,1789545188329,1789545188711,1,1,694,1459698,729849,1,65536,56,2,7547,7547,11887,0,423,50,49,100,100,729849,256,729849,46632,683217,33,32,683217,92772,590445,706436,258,1,706435,729849,30,1,1297101898,0,694,694,1459698,729849,1,65536,56,2,7547,7547,11887,0,423,50,49,100,100,729849,256,729849,46632,683217,33,32,683217,92772,590445,706436,258,1,706435,729849,30,1,1297101898,0,1
DE5 [1-11.2],9,1789545189953,1789545190741,1,1,696,1474150,737075,1,65536,35,2,3193,3193,11610,0,423,48,49,100,100,737075,256,737075,47178,689897,34,33,689897,93698,596199,736707,258,1,736706,737075,30,1,1297101898,0,696,696,1474150,737075,1,65536,35,2,3193,3193,11610,0,423,48,49,100,100,737075,256,737075,47178,689897,34,33,689897,93698,596199,736707,258,1,736706,737075,30,1,1297101898,0,1
DE5 [1-11.2],11,1789545192143,1789545192529,1,1,698,1488604,744302,1,65536,59,2,4007,4007,11704,0,423,49,48,100,100,744302,256,744302,47178,697124,34,33,697124,94685,602439,736707,258,1,736706,744302,30,1,1297101898,0,698,698,1488604,744302,1,65536,59,2,4007,4007,11704,0,423,49,48,100,100,744302,256,744302,47178,697124,34,33,697124,94685,602439,736707,258,1,736706,744302,30,1,1297101898,0,1
DE5 [1-11.2],13,1789545193824,1789545194602,1,1,700,1503058,751529,1,65536,48,2,4144,4144,11750,0,423,48,49,100,100,751529,256,751529,47178,704351,34,33,704351,95664,608687,736707,258,1,736706,751529,30,1,1297101898,0,700,700,1503058,751529,1,65536,48,2,4144,4144,11750,0,423,48,49,100,100,751529,256,751529,47178,704351,34,33,704351,95664,608687,736707,258,1,736706,751529,30,1,1297101898,0,1
DE5 [1-11.2],15,1789545195924,1789545196308,1,1,702,1517510,758755,1,65536,41,2,3773,3773,11635,0,423,49,50,100,100,758755,256,758755,47992,710763,35,34,710763,96558,614205,753482,258,1,753481,758755,30,1,1297101898,0,702,702,1517510,758755,1,65536,41,2,3773,3773,11635,0,423,49,50,100,100,758755,256,758755,47992,710763,35,34,710763,96558,614205,753482,258,1,753481,758755,30,1,1297101898,0,1
DE5 [1-11.2],17,1789545197531,1789545198297,1,1,704,1531962,765981,1,65536,39,2,4761,4761,11713,0,423,48,49,100,100,765981,256,765981,47992,717989,35,34,717989,97539,620450,753482,258,1,753481,765981,30,1,1297101898,0,704,704,1531962,765981,1,65536,39,2,4761,4761,11713,0,423,48,49,100,100,765981,256,765981,47992,717989,35,34,717989,97539,620450,753482,258,1,753481,765981,30,1,1297101898,0,1
DE5 [1-11.2],19,1789545199611,1789545200377,1,1,706,1546416,773208,1,65536,42,2,-1168,-1168,11195,0,359,43,44,146,147,773208,256,773208,48675,724533,36,35,724533,98468,626065,771557,258,1,771556,773208,30,1,1297101898,0,706,706,1546416,773208,1,65536,42,2,4294966128,4294966128,11195,0,359,43,44,146,147,773208,256,773208,48675,724533,36,35,724533,98468,626065,771557,258,1,771556,773208,30,1,1297101898,0,1
