BOARD,CYCLE,HOST_START_MS,HOST_END_MS,MAIN_PRODUCER_VALID,PUBLICATION_COHERENT,PUBLICATION_EPOCH,PRODUCER_EPOCH,UPDATE_ID,INIT_GENERATION,PRODUCER_IDENTITY,FREQ_ERROR,BRANCH_ID,BRANCH_ERROR,PI_X,PI_OUTPUT,PI_CLAMP_SIDE,FLAGS,FREQ_COUNT_BEFORE,FREQ_COUNT_AFTER,PHASE_COUNT_BEFORE,PHASE_COUNT_AFTER,SAMPLE_N,SOURCE_IDS,TOTAL_UPDATES,FREQ_UPDATES,PHASE_UPDATES,FREQ_TO_PHASE,PHASE_TO_FREQ,PHASE_DETECTOR,PHASE_IN_BAND,PHASE_OUT_BAND,LAST_TRANSITION_UPDATE,LAST_TRANSITION,STATUS,LAST_FREQ_UPDATE,LAST_PHASE_UPDATE,FRAME_WORDS,SCHEMA_VERSION,MAGIC,TRANSPORT_FAILURE,PUBLICATION_EPOCH_RAW_BEFORE,PUBLICATION_EPOCH_RAW_AFTER,PRODUCER_EPOCH_RAW,UPDATE_ID_RAW,INIT_GENERATION_RAW,PRODUCER_IDENTITY_RAW,FREQ_ERROR_RAW,BRANCH_ID_RAW,BRANCH_ERROR_RAW,PI_X_RAW,PI_OUTPUT_RAW,PI_CLAMP_SIDE_RAW,FLAGS_RAW,FREQ_COUNT_BEFORE_RAW,FREQ_COUNT_AFTER_RAW,PHASE_COUNT_BEFORE_RAW,PHASE_COUNT_AFTER_RAW,SAMPLE_N_RAW,SOURCE_IDS_RAW,TOTAL_UPDATES_RAW,FREQ_UPDATES_RAW,PHASE_UPDATES_RAW,FREQ_TO_PHASE_RAW,PHASE_TO_FREQ_RAW,PHASE_DETECTOR_RAW,PHASE_IN_BAND_RAW,PHASE_OUT_BAND_RAW,LAST_TRANSITION_UPDATE_RAW,LAST_TRANSITION_RAW,STATUS_RAW,LAST_FREQ_UPDATE_RAW,LAST_PHASE_UPDATE_RAW,FRAME_WORDS_RAW,VERSION_RAW,MAGIC_RAW,PRODUCER_DEDUP_SKIPPED,PRODUCER_UNIQUE
DE5 [1-11.2],1,1789546798082,1789546798466,1,1,548,231226,115613,1,65536,57,2,-4714,-4714,11531,0,423,35,34,100,100,115613,256,115613,27558,88055,5,4,88055,12011,76044,88131,258,1,88130,115613,30,1,1297101898,0,548,548,231226,115613,1,65536,57,2,4294962582,4294962582,11531,0,423,35,34,100,100,115613,256,115613,27558,88055,5,4,88055,12011,76044,88131,258,1,88130,115613,30,1,1297101898,0,1
DE5 [1-11.2],2,1789546798973,1789546799356,1,1,548,231226,115613,1,65536,57,2,-4714,-4714,11531,0,423,35,34,100,100,115613,256,115613,27558,88055,5,4,88055,12011,76044,88131,258,1,88130,115613,30,1,1297101898,0,548,548,231226,115613,1,65536,57,2,4294962582,4294962582,11531,0,423,35,34,100,100,115613,256,115613,27558,88055,5,4,88055,12011,76044,88131,258,1,88130,115613,30,1,1297101898,1,0
DE5 [1-11.2],3,1789546799793,1789546800174,1,1,550,245678,122839,1,65536,57,2,-1975,-1975,11580,0,423,50,49,134,133,122839,256,122839,28584,94255,6,5,94255,12823,81432,119159,258,1,119158,122839,30,1,1297101898,0,550,550,245678,122839,1,65536,57,2,4294965321,4294965321,11580,0,423,50,49,134,133,122839,256,122839,28584,94255,6,5,94255,12823,81432,119159,258,1,119158,122839,30,1,1297101898,0,1
DE5 [1-11.2],4,1789546800588,1789546800970,1,1,550,245678,122839,1,65536,57,2,-1975,-1975,11580,0,423,50,49,134,133,122839,256,122839,28584,94255,6,5,94255,12823,81432,119159,258,1,119158,122839,30,1,1297101898,0,550,550,245678,122839,1,65536,57,2,4294965321,4294965321,11580,0,423,50,49,134,133,122839,256,122839,28584,94255,6,5,94255,12823,81432,119159,258,1,119158,122839,30,1,1297101898,1,0
DE5 [1-11.2],5,1789546801392,1789546802159,1,1,552,260134,130067,1,65536,31,2,-5584,-5584,11298,0,423,49,50,100,100,130067,256,130067,28584,101483,6,5,101483,13791,87692,119159,258,1,119158,130067,30,1,1297101898,0,552,552,260134,130067,1,65536,31,2,4294961712,4294961712,11298,0,423,49,50,100,100,130067,256,130067,28584,101483,6,5,101483,13791,87692,119159,258,1,119158,130067,30,1,1297101898,0,1
DE5 [1-11.2],6,1789546802665,1789546803049,1,1,552,260134,130067,1,65536,31,2,-5584,-5584,11298,0,423,49,50,100,100,130067,256,130067,28584,101483,6,5,101483,13791,87692,119159,258,1,119158,130067,30,1,1297101898,0,552,552,260134,130067,1,65536,31,2,4294961712,4294961712,11298,0,423,49,50,100,100,130067,256,130067,28584,101483,6,5,101483,13791,87692,119159,258,1,119158,130067,30,1,1297101898,1,0
DE5 [1-11.2],7,1789546803468,1789546804241,1,1,554,274588,137294,1,65536,53,2,1990,1990,11976,0,423,48,47,100,100,137294,256,137294,28584,108710,6,5,108710,14746,93964,119159,258,1,119158,137294,30,1,1297101898,0,554,554,274588,137294,1,65536,53,2,1990,1990,11976,0,423,48,47,100,100,137294,256,137294,28584,108710,6,5,108710,14746,93964,119159,258,1,119158,137294,30,1,1297101898,0,1
DE5 [1-11.2],8,1789546804702,1789546805088,1,1,554,274588,137294,1,65536,53,2,1990,1990,11976,0,423,48,47,100,100,137294,256,137294,28584,108710,6,5,108710,14746,93964,119159,258,1,119158,137294,30,1,1297101898,0,554,554,274588,137294,1,65536,53,2,1990,1990,11976,0,423,48,47,100,100,137294,256,137294,28584,108710,6,5,108710,14746,93964,119159,258,1,119158,137294,30,1,1297101898,1,0
DE5 [1-11.2],9,1789546805573,1789546805957,1,1,556,289040,144520,1,65536,50,2,3982,3982,12117,0,423,49,50,100,100,144520,256,144520,28584,115936,6,5,115936,15728,100208,119159,258,1,119158,144520,30,1,1297101898,0,556,556,289040,144520,1,65536,50,2,3982,3982,12117,0,423,49,50,100,100,144520,256,144520,28584,115936,6,5,115936,15728,100208,119159,258,1,119158,144520,30,1,1297101898,0,1
DE5 [1-11.2],10,1789546806485,1789546806869,1,1,556,289040,144520,1,65536,50,2,3982,3982,12117,0,423,49,50,100,100,144520,256,144520,28584,115936,6,5,115936,15728,100208,119159,258,1,119158,144520,30,1,1297101898,0,556,556,289040,144520,1,65536,50,2,3982,3982,12117,0,423,49,50,100,100,144520,256,144520,28584,115936,6,5,115936,15728,100208,119159,258,1,119158,144520,30,1,1297101898,1,0
